id,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
8413,C,C,C,C,C,C,C,C,C,C
8414,C,C,C,C,C,C,C,C,C,C
8415,C,C,C,C,C,C,C,C,C,C
8416,C,C,C,C,C,C,C,C,C,C
8417,C,C,C,C,C,C,C,C,C,C
8418,C,C,C,C,C,C,C,C,C,C
8419,C,C,C,C,C,C,C,C,C,C
8420,C,C,C,C,C,C,C,C,C,C
8421,C,C,C,C,C,C,C,C,C,C
8422,I,I,I,I,I,C,C,C,C,C
8423,C,C,C,C,C,C,C,C,C,C
8424,C,C,C,C,C,C,C,C,C,C
8425,C,C,C,C,C,C,C,C,C,C
8426,C,C,C,C,C,C,C,C,C,C
8427,C,C,C,C,C,C,C,C,C,C
8428,C,C,C,C,C,C,C,C,C,C
8429,C,C,C,C,C,C,C,C,C,C
8430,C,C,C,C,C,C,C,C,C,C
8431,C,C,C,C,C,C,C,C,C,C
8432,C,C,C,C,C,C,C,C,C,C
8433,E,E,E,E,E,E,E,E,E,E
8434,C,C,C,C,C,C,C,C,C,C
8435,C,C,C,C,C,C,C,C,C,C
8436,C,C,C,C,C,C,C,C,C,C
8437,C,C,C,C,C,C,C,C,C,C
8438,E,E,C,C,C,C,C,C,C,C
8439,C,C,C,C,C,C,C,C,C,C
8440,C,C,C,C,C,C,C,C,C,C
8441,C,C,C,C,C,C,C,C,C,C
8442,C,C,C,C,C,C,C,C,C,C
8443,C,C,C,C,C,C,C,C,C,C
8444,C,C,C,C,C,C,C,C,C,C
8445,C,C,C,C,C,C,C,C,C,C
8446,C,C,C,C,C,C,C,C,C,C
8447,C,C,C,C,C,C,C,C,C,C
8448,C,C,C,C,C,C,C,C,C,C
8449,E,E,E,E,E,E,E,E,E,E
8450,E,E,E,E,E,E,E,E,E,E
8451,I,I,I,O,O,O,O,O,O,O
8452,E,E,E,E,E,E,E,E,E,E
8453,I,I,I,O,O,O,O,O,O,O
8454,E,E,E,E,E,E,E,E,E,E
8455,E,E,E,E,E,E,E,E,E,E
8456,E,E,E,E,E,E,E,E,E,E
8457,E,E,E,E,E,E,E,E,E,E
8458,I,I,I,O,O,O,O,O,O,O
8459,E,E,E,E,E,E,E,E,E,E
8460,E,E,E,E,E,E,E,E,E,E
8461,E,E,E,E,E,E,E,E,E,E
8462,E,E,E,E,E,E,E,E,E,E
8463,E,E,E,E,E,E,E,E,E,E
8464,E,E,E,E,E,E,E,E,E,E
8465,I,I,I,O,O,O,O,O,O,O
8466,C,C,C,C,C,C,C,C,C,C
8467,I,I,I,O,O,O,O,O,O,O
8468,E,E,E,E,E,E,E,E,E,E
8469,E,E,E,E,E,E,E,E,E,E
8470,E,E,E,E,E,E,E,E,E,E
8471,I,I,I,O,O,O,O,O,O,O
8472,E,E,E,E,E,E,E,E,E,E
8473,E,E,E,E,E,E,E,E,E,E
8474,E,E,E,E,E,E,E,E,E,E
8475,E,E,E,E,E,E,E,E,E,E
8476,E,E,E,E,E,E,E,E,E,E
8477,O,O,O,O,O,O,O,O,O,O
8478,I,I,I,O,O,O,O,O,O,O
8479,E,E,E,E,E,E,E,E,E,E
8480,E,E,E,E,E,E,E,E,E,E
8481,E,E,E,E,E,E,E,E,E,E
8482,I,I,I,O,O,O,O,O,O,O
8483,E,E,E,E,E,E,E,E,E,E
8484,E,E,E,E,E,E,E,E,E,E
8485,O,O,O,O,O,O,O,O,O,O
8486,E,E,E,E,E,E,E,E,E,E
8487,E,E,E,E,E,E,E,E,E,E
8488,I,I,I,O,O,O,O,O,O,O
8489,E,E,E,E,E,E,E,E,E,E
8490,E,E,E,E,E,E,E,E,E,E
8491,E,E,E,E,E,E,E,E,E,E
8492,E,E,E,E,E,E,E,E,E,E
8493,E,E,E,E,E,E,E,E,E,E
8494,E,E,E,E,E,E,E,E,E,E
8496,E,E,E,E,E,E,E,E,E,E
8499,E,E,E,E,E,E,E,E,E,E
8502,E,E,E,E,E,E,E,E,E,E
8503,E,E,E,E,E,E,E,E,E,E
8505,E,E,E,E,E,E,E,E,E,E
8506,E,E,E,E,E,E,E,E,E,E
8507,E,E,E,E,E,E,E,E,E,E
8508,C,C,C,C,C,C,C,C,C,C
8509,E,E,E,E,E,E,E,E,E,E
8510,C,C,C,C,C,C,C,C,C,C
8511,E,E,E,E,E,E,E,E,E,E
8512,C,C,C,C,C,C,C,C,C,C
8513,E,E,E,E,E,E,E,E,E,E
8514,E,E,E,E,E,E,E,E,E,E
8515,E,E,E,E,E,E,E,E,E,E
8516,E,E,E,E,E,E,E,E,E,E
8517,E,E,E,E,E,E,E,E,E,E
8518,C,C,C,C,C,C,C,C,C,C
8521,C,C,C,C,C,C,C,C,C,C
8522,C,C,C,C,C,C,C,C,C,C
8523,C,C,C,C,C,C,C,C,C,C
8524,C,C,C,C,C,C,C,C,C,C
8525,C,C,C,C,C,C,C,C,C,C
8526,C,C,C,C,C,C,C,C,C,C
8527,C,C,C,C,C,C,C,C,C,C
8528,C,C,C,C,C,C,C,C,C,C
8529,C,C,C,C,C,C,C,C,C,C
8530,C,C,C,C,C,C,C,C,C,C
8531,C,C,C,C,C,C,C,C,C,C
8532,E,E,E,E,E,E,E,E,E,E
8533,C,C,C,C,C,C,C,C,C,C
8534,I,I,I,O,O,O,O,O,O,O
8535,I,I,I,O,O,O,O,O,O,O
8536,I,I,I,O,O,O,O,O,O,O
8538,C,C,C,C,C,C,C,C,C,C
8540,C,C,C,C,C,C,C,C,C,C
8542,E,E,E,E,E,E,E,E,E,E
8543,C,C,C,C,C,C,C,C,C,C
8544,C,C,C,C,C,C,C,C,C,C
8545,C,C,C,C,C,C,C,C,C,C
8546,C,C,C,C,C,C,C,C,C,C
8547,C,C,C,C,C,C,C,C,C,C
8548,C,C,C,C,C,C,C,C,C,C
8549,C,C,C,C,C,C,C,C,C,C
8550,C,C,C,C,C,C,C,C,C,C
8551,E,E,E,E,E,E,E,E,E,E
8552,E,E,E,E,E,E,E,E,E,E
8556,E,E,E,E,E,E,E,E,E,E
8557,E,E,E,E,E,E,E,E,E,E
8558,E,E,E,E,E,E,E,E,E,E
8560,E,E,E,E,E,E,E,E,E,E
8564,I,I,I,O,O,O,O,O,O,O
8565,E,E,E,E,E,E,E,E,E,E
8566,L,L,L,L,L,L,L,L,L,L
8568,E,E,E,E,E,E,E,E,E,E
8570,E,E,E,E,E,E,E,E,E,E
8571,E,E,E,E,E,E,E,E,E,E
8572,I,I,I,O,O,O,O,O,O,O
8573,E,E,E,E,E,E,E,E,E,E
8574,I,I,I,O,O,O,O,O,O,O
8575,I,I,I,O,O,O,O,O,O,O
8576,E,E,E,E,E,E,E,E,E,E
8577,E,E,E,E,E,E,E,E,E,E
8578,I,I,I,O,O,O,O,O,O,O
8579,E,E,E,E,E,E,E,E,E,E
8580,O,O,O,O,O,O,O,O,O,O
8581,E,E,E,E,E,E,E,E,E,E
8582,E,E,E,E,E,E,E,E,E,E
8583,E,E,E,E,E,E,E,E,E,E
8584,O,O,O,O,O,O,O,O,O,O
8585,E,E,E,E,E,E,E,E,E,E
8587,L,L,L,L,L,L,L,L,L,L
8588,E,E,E,E,E,E,E,E,E,E
8589,E,E,E,E,E,E,E,E,E,E
8590,E,E,E,E,E,E,E,E,E,E
8591,E,E,E,E,E,E,E,E,E,E
8592,E,E,E,E,E,E,E,E,E,E
8594,E,E,E,E,E,E,E,E,E,E
8595,E,E,E,E,E,E,E,E,E,E
8596,E,E,E,E,E,E,E,E,E,E
8597,I,I,I,O,O,O,O,O,O,O
8598,I,I,I,O,O,O,O,O,O,O
8599,E,E,E,E,E,E,E,E,E,E
8601,E,E,E,E,E,E,E,E,E,E
8602,E,E,E,E,E,E,E,E,E,E
8605,E,E,E,E,E,E,E,E,E,E
8606,E,E,E,E,E,E,E,E,E,E
8607,E,E,E,E,E,E,E,E,E,E
8608,I,I,I,O,O,O,O,O,O,O
8609,I,I,I,O,O,O,O,O,O,O
8610,E,E,E,E,E,E,E,E,E,E
8611,E,E,E,E,E,E,E,E,E,E
8612,O,O,O,O,O,O,O,O,O,O
8614,E,E,E,E,E,E,E,E,E,E
8616,E,E,E,E,E,E,E,E,E,E
8617,I,I,I,O,O,O,O,O,O,O
8618,E,E,E,E,E,E,E,E,E,E
8619,D,D,D,D,D,D,D,D,D,D
8620,E,E,E,E,E,E,E,E,E,E
8621,E,E,E,E,E,E,E,E,E,E
8622,E,E,E,E,E,E,E,E,E,E
8623,E,E,E,E,E,E,E,E,E,E
8624,E,E,E,E,E,E,E,E,E,E
8625,E,E,E,E,E,E,E,E,E,E
8626,C,C,C,C,C,C,C,C,C,C
8627,I,I,I,I,I,I,I,I,I,I
8628,D,D,D,D,D,D,D,D,D,D
8629,D,D,D,D,D,D,D,D,D,D
8630,D,D,D,D,D,D,D,D,D,D
8631,D,D,D,D,D,D,D,D,D,D
8632,D,D,D,D,D,D,D,D,D,D
8633,D,D,D,D,D,D,D,D,D,D
8634,D,D,D,D,D,D,D,D,D,D
8635,D,D,D,D,D,D,D,D,D,D
8636,D,D,D,D,D,D,D,D,D,D
8637,D,D,D,D,D,D,D,D,D,D
8638,D,D,D,D,D,D,D,D,D,D
8639,D,D,D,D,D,D,D,D,D,D
8640,D,D,D,D,D,D,D,D,D,D
8641,D,D,D,D,D,D,D,D,D,D
8642,D,D,D,D,D,D,D,D,D,D
8643,D,D,D,D,D,D,D,D,D,D
8644,D,D,D,D,D,D,D,D,D,D
8645,D,D,D,D,D,D,D,D,D,D
8646,D,D,D,D,D,D,D,D,D,D
8647,I,I,I,I,I,I,I,I,I,I
8648,D,D,D,D,D,D,D,D,D,D
8649,D,D,D,D,D,D,D,D,D,D
8650,D,D,D,D,D,D,D,D,D,D
8651,D,D,D,D,D,D,D,D,D,D
8652,D,D,D,D,D,D,D,D,D,D
8653,D,D,D,D,D,D,D,D,D,D
8654,D,D,D,D,D,D,D,D,D,D
8655,D,D,D,D,D,D,D,D,D,D
8656,D,D,D,D,D,D,D,D,D,D
8657,D,D,D,D,D,D,D,D,D,D
8658,D,D,D,D,D,D,D,D,D,D
8659,D,D,D,D,D,D,D,D,D,D
8660,D,D,D,D,D,D,D,D,D,D
8661,D,D,D,D,D,D,D,D,D,D
8662,D,D,D,D,D,D,D,D,D,D
8663,D,D,D,D,D,D,D,D,D,D
8664,I,I,I,I,I,I,I,I,I,I
8665,D,D,D,D,D,D,D,D,D,D
8666,D,D,D,D,D,D,D,D,D,D
8667,D,D,D,D,D,D,D,D,D,D
8668,D,D,D,D,D,D,D,D,D,D
8669,D,D,D,D,D,D,D,D,D,D
8670,D,D,D,D,D,D,D,D,D,D
8671,D,D,D,D,D,D,D,D,D,D
8672,D,D,D,D,D,D,D,D,D,D
8673,D,D,D,D,D,D,D,D,D,D
8674,D,D,D,D,D,D,D,D,D,D
8675,D,D,D,D,D,D,D,D,D,D
8676,D,D,D,D,D,D,D,D,D,D
8677,D,D,D,D,D,D,D,D,D,D
8678,E,E,E,E,E,E,E,E,E,E
8679,E,E,E,E,E,E,E,E,E,E
8680,E,E,E,E,E,E,E,E,E,E
8681,D,D,D,D,D,D,D,D,D,D
8682,D,D,D,D,D,D,D,D,D,D
8683,D,D,D,D,D,D,D,D,D,D
8684,D,D,D,D,D,D,D,D,D,D
8685,D,D,D,D,D,D,D,D,D,D
8686,D,D,D,D,D,D,D,D,D,D
8687,D,D,D,D,D,D,D,D,D,D
8688,D,D,D,D,D,D,D,D,D,D
8689,D,D,D,D,D,D,D,D,D,D
8690,D,D,D,D,D,D,D,D,D,D
8691,D,D,D,D,D,D,D,D,D,D
8692,D,D,D,D,D,D,D,D,D,D
8693,D,D,D,D,D,D,D,D,D,D
8694,E,E,E,E,E,E,E,E,E,E
8695,D,D,D,D,D,D,D,D,D,D
8696,D,D,D,D,D,D,D,D,D,D
8697,D,D,D,D,D,D,D,D,D,D
8698,D,D,D,D,D,D,D,D,D,D
8699,D,D,D,D,D,D,D,D,D,D
8700,D,D,D,D,D,D,D,D,D,D
8701,D,D,D,D,D,D,D,D,D,D
8702,D,D,D,D,D,D,D,D,D,D
8703,D,D,D,D,D,D,D,D,D,D
8704,D,D,D,D,D,D,D,D,D,D
8705,D,D,D,D,D,D,D,D,D,D
8706,D,D,D,D,D,D,D,D,D,D
8707,E,E,E,E,E,E,E,E,E,E
8708,C,C,C,C,C,C,C,C,C,C
8709,E,E,E,E,E,E,E,E,E,E
8710,C,C,C,C,C,C,C,C,C,C
8711,E,E,E,E,E,E,E,E,E,E
8712,E,E,E,E,E,E,E,E,E,E
8713,E,E,E,E,E,E,E,E,E,E
8714,E,E,E,E,E,E,E,E,E,E
8715,E,E,E,E,E,E,E,E,E,E
8716,E,E,E,E,E,E,E,E,E,E
8717,E,E,E,E,E,E,E,E,E,E
8718,E,E,E,E,E,E,E,E,E,E
8719,E,E,E,E,E,E,E,E,E,E
8720,I,I,I,O,O,O,O,O,O,O
8721,E,E,E,E,E,E,E,E,E,E
8722,E,E,E,E,E,E,E,E,E,E
8723,E,E,E,E,E,E,E,E,E,E
8724,E,E,E,E,E,E,E,E,E,E
8725,E,E,E,E,E,E,E,E,E,E
8726,A,A,A,A,A,A,A,A,A,A
8727,A,A,A,A,A,A,A,A,A,A
8728,A,A,A,A,A,A,A,A,A,A
8729,J,J,J,J,J,J,J,J,J,J
8730,D,D,D,D,D,D,D,D,D,D
8731,D,D,D,D,D,D,D,D,D,D
8732,D,D,D,D,D,D,D,D,D,D
8733,D,D,D,D,D,D,D,D,D,D
8734,D,D,D,D,D,D,D,D,D,D
8735,D,D,D,D,D,D,D,D,D,D
8736,D,D,D,D,D,D,D,D,D,D
8737,D,D,D,D,D,D,D,D,D,D
8738,D,D,D,D,D,D,D,D,D,D
8739,D,D,D,D,D,D,D,D,D,D
8740,D,D,D,D,D,D,D,D,D,D
8741,I,I,I,I,I,I,I,I,I,I
8742,E,E,E,E,E,E,E,E,E,E
8743,I,I,I,O,O,O,O,O,O,O
8744,E,E,E,E,E,E,E,E,E,E
8745,E,E,E,E,E,E,E,E,E,E
8746,E,E,E,E,E,E,E,E,E,E
8747,J,J,J,J,J,J,J,J,J,J
8749,I,I,I,I,I,I,I,I,I,I
8750,D,D,D,D,D,D,D,D,D,D
8751,D,D,D,D,D,D,D,D,D,D
8752,D,D,D,D,D,D,D,D,D,D
8753,D,D,D,D,D,D,D,D,D,D
8754,D,D,D,D,D,D,D,D,D,D
8755,E,E,E,E,E,E,E,E,E,E
8756,E,E,E,E,E,E,E,E,E,E
8757,E,E,E,E,E,E,E,E,E,E
8758,E,E,E,E,E,E,E,E,E,E
8759,E,E,E,E,E,E,E,E,E,E
8760,E,E,E,E,E,E,E,E,E,E
8761,E,E,E,E,E,E,E,E,E,E
8763,E,E,E,E,E,E,E,E,E,E
8764,E,E,E,E,E,E,E,E,E,E
8765,E,E,E,E,E,E,E,E,E,E
8766,I,I,I,I,I,I,I,I,I,I
8767,J,J,J,J,J,J,J,J,J,J
8768,E,E,E,E,E,E,E,E,E,E
8769,J,J,J,J,J,J,J,J,J,J
8770,I,I,I,O,O,O,O,O,O,O
8771,E,E,E,E,E,E,E,E,E,E
8772,E,E,E,E,E,E,E,E,E,E
8775,E,E,E,E,E,E,E,E,E,E
8776,E,E,E,E,E,E,E,E,E,E
8777,E,E,E,E,E,E,E,E,E,E
8778,I,I,I,O,O,O,O,O,O,O
8779,O,O,O,O,O,O,O,O,O,O
8780,E,E,E,E,E,E,E,E,E,E
8781,E,E,E,E,E,E,E,E,E,E
8782,E,E,E,E,E,E,E,E,E,E
8783,E,E,E,E,E,E,E,E,E,E
8785,I,I,I,O,O,O,O,O,O,O
8786,E,E,E,E,E,E,E,E,E,E
8789,E,E,E,E,E,E,E,E,E,E
8791,J,J,J,J,J,J,J,J,J,J
8792,I,I,I,O,O,O,O,O,O,O
8793,E,E,E,E,E,E,E,E,E,E
8794,E,E,E,E,E,E,E,E,E,E
8795,E,E,E,E,E,E,E,E,E,E
8796,E,E,E,E,E,E,E,E,E,E
8797,E,E,E,E,E,E,E,E,E,E
8798,I,I,I,O,O,O,O,O,O,O
8799,E,E,E,E,E,E,E,E,E,E
8800,I,I,I,O,O,O,O,O,O,O
8801,I,I,I,O,O,O,O,O,O,O
8802,E,E,E,E,E,E,E,E,E,E
8803,O,O,O,O,O,O,O,O,O,O
8804,E,E,E,E,E,E,E,E,E,E
8805,E,E,E,E,E,E,E,E,E,E
8806,E,E,E,E,E,E,E,E,E,E
8807,I,I,I,O,O,O,O,O,O,O
8808,E,E,E,E,E,E,E,E,E,E
8809,O,O,O,O,O,O,O,O,O,O
8810,A,A,A,A,A,A,A,A,A,A
8811,A,A,A,A,A,A,A,A,A,A
8812,A,A,A,A,A,A,A,A,A,A
8813,A,A,A,A,A,A,A,A,A,A
8814,A,A,A,A,A,A,A,A,A,A
8815,A,A,A,A,A,A,A,A,A,A
8816,A,A,A,A,A,A,A,A,A,A
8817,A,A,A,A,A,A,A,A,A,A
8818,A,A,A,A,A,A,A,A,A,A
8819,A,A,A,A,A,A,A,A,A,A
8820,A,A,A,A,A,A,A,A,A,A
8821,A,A,A,A,A,A,A,A,A,A
8822,A,A,A,A,A,A,A,A,A,A
8823,A,A,A,A,A,A,A,A,A,A
8824,A,A,A,A,A,A,A,A,A,A
8825,A,A,A,A,A,A,A,A,A,A
8826,A,A,A,A,A,A,A,A,A,A
8827,A,A,A,A,A,A,A,A,A,A
8828,A,A,A,A,A,A,A,A,A,A
8829,A,A,A,A,A,A,A,A,A,A
8830,A,A,A,A,A,A,A,A,A,A
8831,A,A,A,A,A,A,A,A,A,A
8832,A,A,A,A,A,A,A,A,A,A
8833,A,A,A,A,A,A,A,A,A,A
8834,A,A,A,A,A,A,A,A,A,A
8835,A,A,A,A,A,A,A,A,A,A
8836,A,A,A,A,A,A,A,A,A,A
8837,A,A,A,A,A,A,A,A,A,A
8838,A,A,A,A,A,A,A,A,A,A
8839,A,A,A,A,A,A,A,A,A,A
8840,A,A,A,A,A,A,A,A,A,A
8841,A,A,A,A,A,A,A,A,A,A
8842,A,A,A,A,A,A,A,A,A,A
8843,A,A,A,A,A,A,A,A,A,A
8844,A,A,A,A,A,A,A,A,A,A
8845,A,A,A,A,A,A,A,A,A,A
8846,A,A,A,A,A,A,A,A,A,A
8847,A,A,A,A,A,A,A,A,A,A
8848,A,A,A,A,A,A,A,A,A,A
8849,A,A,A,A,A,A,A,A,A,A
8850,A,A,A,A,A,A,A,A,A,A
8851,A,A,A,A,A,A,A,A,A,A
8852,A,A,A,A,A,A,A,A,A,A
8853,A,A,A,A,A,A,A,A,A,A
8854,A,A,A,A,A,A,A,A,A,A
8855,A,A,A,A,A,A,A,A,A,A
8856,A,A,A,A,A,A,A,A,A,A
8857,A,A,A,A,A,A,A,A,A,A
8858,A,A,A,A,A,A,A,A,A,A
8859,A,A,A,A,A,A,A,A,A,A
8860,A,A,A,A,A,A,A,A,A,A
8861,A,A,A,A,A,A,A,A,A,A
8862,A,A,A,A,A,A,A,A,A,A
8863,A,A,A,A,A,A,A,A,A,A
8864,A,A,A,A,A,A,A,A,A,A
8865,A,A,A,A,A,A,A,A,A,A
8866,A,A,A,A,A,A,A,A,A,A
8867,A,A,A,A,A,A,A,A,A,A
8868,A,A,A,A,A,A,A,A,A,A
8869,A,A,A,A,A,A,A,A,A,A
8870,A,A,A,A,A,A,A,A,A,A
8871,A,A,A,A,A,A,A,A,A,A
8872,A,A,A,A,A,A,A,A,A,A
8873,A,A,A,A,A,A,A,A,A,A
8874,A,A,A,A,A,A,A,A,A,A
8875,A,A,A,A,A,A,A,A,A,A
8876,A,A,A,A,A,A,A,A,A,A
8877,A,A,A,A,A,A,A,A,A,A
8878,A,A,A,A,A,A,A,A,A,A
8879,A,A,A,A,A,A,A,A,A,A
8880,A,A,A,A,A,A,A,A,A,A
8881,A,A,A,A,A,A,A,A,A,A
8882,A,A,A,A,A,A,A,A,A,A
8883,A,A,A,A,A,A,A,A,A,A
8884,A,A,A,A,A,A,A,A,A,A
8885,A,A,A,A,A,A,A,A,A,A
8886,I,I,I,I,I,I,I,I,I,I
8887,A,A,A,A,A,A,A,A,A,A
8888,A,A,A,A,A,A,A,A,A,A
8889,A,A,A,A,A,A,A,A,A,A
8890,A,A,A,A,A,A,A,A,A,A
8891,A,A,A,A,A,A,A,A,A,A
8892,A,A,A,A,A,A,A,A,A,A
8893,A,A,A,A,A,A,A,A,A,A
8894,A,A,A,A,A,A,A,A,A,A
8895,A,A,A,A,A,A,A,A,A,A
8896,A,A,A,A,A,A,A,A,A,A
8897,A,A,A,A,A,A,A,A,A,A
8898,A,A,A,A,A,A,A,A,A,A
8899,A,A,A,A,A,A,A,A,A,A
8900,A,A,A,A,A,A,A,A,A,A
8901,A,A,A,A,A,A,A,A,A,A
8902,A,A,A,A,A,A,A,A,A,A
8903,A,A,A,A,A,A,A,A,A,A
8904,A,A,A,A,A,A,A,A,A,A
8905,A,A,A,A,A,A,A,A,A,A
8906,A,A,A,A,A,A,A,A,A,A
8907,A,A,A,A,A,A,A,A,A,A
8908,A,A,A,A,A,A,A,A,A,A
8909,A,A,A,A,A,A,A,A,A,A
8910,A,A,A,A,A,A,A,A,A,A
8911,A,A,A,A,A,A,A,A,A,A
8912,A,A,A,A,A,A,A,A,A,A
8913,A,A,A,A,A,A,A,A,A,A
8914,A,A,A,A,A,A,A,A,A,A
8915,A,A,A,A,A,A,A,A,A,A
8916,A,A,A,A,A,A,A,A,A,A
8917,A,A,A,A,A,A,A,A,A,A
8918,A,A,A,A,A,A,A,A,A,A
8919,A,A,A,A,A,A,A,A,A,A
8920,A,A,A,A,A,A,A,A,A,A
8921,A,A,A,A,A,A,A,A,A,A
8922,A,A,A,A,A,A,A,A,A,A
8923,A,A,A,A,A,A,A,A,A,A
8924,A,A,A,A,A,A,A,A,A,A
8925,A,A,A,A,A,A,A,A,A,A
8926,A,A,A,A,A,A,A,A,A,A
8927,A,A,A,A,A,A,A,A,A,A
8928,A,A,A,A,A,A,A,A,A,A
8929,A,A,A,A,A,A,A,A,A,A
8930,A,A,A,A,A,A,A,A,A,A
8931,A,A,A,A,A,A,A,A,A,A
8932,A,A,A,A,A,A,A,A,A,A
8933,A,A,A,A,A,A,A,A,A,A
8934,A,A,A,A,A,A,A,A,A,A
8935,A,A,A,A,A,A,A,A,A,A
8936,A,A,A,A,A,A,A,A,A,A
8937,A,A,A,A,A,A,A,A,A,A
8938,A,A,A,A,A,A,A,A,A,A
8939,A,A,A,A,A,A,A,A,A,A
8940,A,A,A,A,A,A,A,A,A,A
8941,A,A,A,A,A,A,A,A,A,A
8942,A,A,A,A,A,A,A,A,A,A
8943,A,A,A,A,A,A,A,A,A,A
8944,A,A,A,A,A,A,A,A,A,A
8945,A,A,A,A,A,A,A,A,A,A
8946,A,A,A,A,A,A,A,A,A,A
8947,A,A,A,A,A,A,A,A,A,A
8948,A,A,A,A,A,A,A,A,A,A
8949,A,A,A,A,A,A,A,A,A,A
8950,A,A,A,A,A,A,A,A,A,A
8951,A,A,A,A,A,A,A,A,A,A
8952,A,A,A,A,A,A,A,A,A,A
8953,A,A,A,A,A,A,A,A,A,A
8954,A,A,A,A,A,A,A,A,A,A
8955,A,A,A,A,A,A,A,A,A,A
8956,A,A,A,A,A,A,A,A,A,A
8957,A,A,A,A,A,A,A,A,A,A
8958,A,A,A,A,A,A,A,A,A,A
8959,A,A,A,A,A,A,A,A,A,A
8960,A,A,A,A,A,A,A,A,A,A
8961,A,A,A,A,A,A,A,A,A,A
8962,A,A,A,A,A,A,A,A,A,A
8963,A,A,A,A,A,A,A,A,A,A
8964,A,A,A,A,A,A,A,A,A,A
8965,A,A,A,A,A,A,A,A,A,A
8966,A,A,A,A,A,A,A,A,A,A
8967,A,A,A,A,A,A,A,A,A,A
8968,A,A,A,A,A,A,A,A,A,A
8969,A,A,A,A,A,A,A,A,A,A
8970,A,A,A,A,A,A,A,A,A,A
8971,A,A,A,A,A,A,A,A,A,A
8972,A,A,A,A,A,A,A,A,A,A
8973,A,A,A,A,A,A,A,A,A,A
8974,A,A,A,A,A,A,A,A,A,A
8975,A,A,A,A,A,A,A,A,A,A
8976,A,A,A,A,A,A,A,A,A,A
8977,A,A,A,A,A,A,A,A,A,A
8978,A,A,A,A,A,A,A,A,A,A
8979,A,A,A,A,A,A,A,A,A,A
8980,A,A,A,A,A,A,A,A,A,A
8981,A,A,A,A,A,A,A,A,A,A
8982,A,A,A,A,A,A,A,A,A,A
8983,A,A,A,A,A,A,A,A,A,A
8984,A,A,A,A,A,A,A,A,A,A
8985,A,A,A,A,A,A,A,A,A,A
8986,A,A,A,A,A,A,A,A,A,A
8987,A,A,A,A,A,A,A,A,A,A
8988,A,A,A,A,A,A,A,A,A,A
8989,A,A,A,A,A,A,A,A,A,A
8990,A,A,A,A,A,A,A,A,A,A
8991,A,A,A,A,A,A,A,A,A,A
8992,A,A,A,A,A,A,A,A,A,A
8993,A,A,A,A,A,A,A,A,A,A
8994,A,A,A,A,A,A,A,A,A,A
8995,A,A,A,A,A,A,A,A,A,A
8996,A,A,A,A,A,A,A,A,A,A
8997,A,A,A,A,A,A,A,A,A,A
8998,A,A,A,A,A,A,A,A,A,A
8999,A,A,A,A,A,A,A,A,A,A
9000,A,A,A,A,A,A,A,A,A,A
9001,A,A,A,A,A,A,A,A,A,A
9002,A,A,A,A,A,A,A,A,A,A
9003,A,A,A,A,A,A,A,A,A,A
9004,A,A,A,A,A,A,A,A,A,A
9005,A,A,A,A,A,A,A,A,A,A
9006,A,A,A,A,A,A,A,A,A,A
9007,A,A,A,A,A,A,A,A,A,A
9008,A,A,A,A,A,A,A,A,A,A
9009,A,A,A,A,A,A,A,A,A,A
9010,A,A,A,A,A,A,A,A,A,A
9011,A,A,A,A,A,A,A,A,A,A
9012,A,A,A,A,A,A,A,A,A,A
9013,A,A,A,A,A,A,A,A,A,A
9014,A,A,A,A,A,A,A,A,A,A
9015,A,A,A,A,A,A,A,A,A,A
9016,A,A,A,A,A,A,A,A,A,A
9017,A,A,A,A,A,A,A,A,A,A
9018,A,A,A,A,A,A,A,A,A,A
9019,A,A,A,A,A,A,A,A,A,A
9020,A,A,A,A,A,A,A,A,A,A
9021,A,A,A,A,A,A,A,A,A,A
9022,A,A,A,A,A,A,A,A,A,A
9023,A,A,A,A,A,A,A,A,A,A
9024,A,A,A,A,A,A,A,A,A,A
9025,A,A,A,A,A,A,A,A,A,A
9026,A,A,A,A,A,A,A,A,A,A
9027,A,A,A,A,A,A,A,A,A,A
9028,A,A,A,A,A,A,A,A,A,A
9029,A,A,A,A,A,A,A,A,A,A
9030,A,A,A,A,A,A,A,A,A,A
9031,A,A,A,A,A,A,A,A,A,A
9032,A,A,A,A,A,A,A,A,A,A
9033,A,A,A,A,A,A,A,A,A,A
9034,A,A,A,A,A,A,A,A,A,A
9035,A,A,A,A,A,A,A,A,A,A
9036,A,A,A,A,A,A,A,A,A,A
9037,A,A,A,A,A,A,A,A,A,A
9038,A,A,A,A,A,A,A,A,A,A
9039,A,A,A,A,A,A,A,A,A,A
9040,A,A,A,A,A,A,A,A,A,A
9041,A,A,A,A,A,A,A,A,A,A
9042,A,A,A,A,A,A,A,A,A,A
9043,A,A,A,A,A,A,A,A,A,A
9044,A,A,A,A,A,A,A,A,A,A
9045,A,A,A,A,A,A,A,A,A,A
9046,A,A,A,A,A,A,A,A,A,A
9047,A,A,A,A,A,A,A,A,A,A
9048,A,A,A,A,A,A,A,A,A,A
9049,A,A,A,A,A,A,A,A,A,A
9050,A,A,A,A,A,A,A,A,A,A
9051,A,A,A,A,A,A,A,A,A,A
9052,A,A,A,A,A,A,A,A,A,A
9053,A,A,A,A,A,A,A,A,A,A
9054,A,A,A,A,A,A,A,A,A,A
