id,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
18460,A,A,A,A,A,A,A,A,A,A
18461,A,A,A,A,A,A,A,A,A,A
18462,A,A,A,A,A,A,A,A,A,A
18463,A,A,A,A,A,A,A,A,A,A
18464,A,A,A,A,A,A,A,A,A,A
18465,A,A,A,A,A,A,A,A,A,A
18466,A,A,A,A,A,A,A,A,A,A
18467,A,A,A,A,A,A,A,A,A,A
18468,A,A,A,A,A,A,A,A,A,A
18469,A,A,A,A,A,A,A,A,A,A
18470,A,A,A,A,A,A,A,A,A,A
18471,A,A,A,A,A,A,A,A,A,A
18472,A,A,A,A,A,A,A,A,A,A
18473,A,A,A,A,A,A,A,A,A,A
18474,A,A,A,A,A,A,A,A,A,A
18475,A,A,A,A,A,A,A,A,A,A
18476,A,A,A,A,A,A,A,A,A,A
18477,A,A,A,A,A,A,A,A,A,A
18478,A,A,A,A,A,A,A,A,A,A
18479,A,A,A,A,A,A,A,A,A,A
18480,A,A,A,A,A,A,A,A,A,A
18481,A,A,A,A,A,A,A,A,A,A
18482,A,A,A,A,A,A,A,A,A,A
18483,A,A,A,A,A,A,A,A,A,A
18484,A,A,A,A,A,A,A,A,A,A
18485,A,A,A,A,A,A,A,A,A,A
18486,A,A,A,A,A,A,A,A,A,A
18487,A,A,A,A,A,A,A,A,A,A
18488,A,A,A,A,A,A,A,A,A,A
18489,A,A,A,A,A,A,A,A,A,A
18490,A,A,A,A,A,A,A,A,A,A
18491,A,A,A,A,A,A,A,A,A,A
18492,A,A,A,A,A,A,A,A,A,A
18493,A,A,A,A,A,A,A,A,A,A
18494,A,A,A,A,A,A,A,A,A,A
18495,A,A,A,A,A,A,A,A,A,A
18496,A,A,A,A,A,A,A,A,A,A
18497,A,A,A,A,A,A,A,A,A,A
18498,A,A,A,A,A,A,A,A,A,A
18499,A,A,A,A,A,A,A,A,A,A
18500,A,A,A,A,A,A,A,A,A,A
18501,A,A,A,A,A,A,A,A,A,A
18502,A,A,A,A,A,A,A,A,A,A
18503,A,A,A,A,A,A,A,A,A,A
18504,A,A,A,A,A,A,A,A,A,A
18505,A,A,A,A,A,A,A,A,A,A
18506,A,A,A,A,A,A,A,A,A,A
18507,A,A,A,A,A,A,A,A,A,A
18508,A,A,A,A,A,A,A,A,A,A
18509,A,A,A,A,A,A,A,A,A,A
18510,A,A,A,A,A,A,A,A,A,A
18511,A,A,A,A,A,A,A,A,A,A
18512,A,A,A,A,A,A,A,A,A,A
18513,A,A,A,A,A,A,A,A,A,A
18514,L,L,L,L,L,L,L,L,L,L
18515,A,A,A,A,A,A,A,A,A,A
18516,A,A,A,A,A,A,A,A,A,A
18517,A,A,A,A,A,A,A,A,A,A
18518,A,A,A,A,A,A,A,A,A,A
18519,A,A,A,A,A,A,A,A,A,A
18520,A,A,A,A,A,A,A,A,A,A
18521,A,A,A,A,A,A,A,A,A,A
18522,J,J,J,J,J,J,J,J,J,J
18523,A,A,A,A,A,A,A,A,A,A
18524,A,A,A,A,A,A,A,A,A,A
18525,A,A,A,A,A,A,A,A,A,A
18526,A,A,A,A,A,A,A,A,A,A
18527,A,A,A,A,A,A,A,A,A,A
18528,A,A,A,A,A,A,A,A,A,A
18529,A,A,A,A,A,A,A,A,A,A
18530,A,A,A,A,A,A,A,A,A,A
18531,A,A,A,A,A,A,A,A,A,A
18532,A,A,A,A,A,A,A,A,A,A
18533,A,A,A,A,A,A,A,A,A,A
18534,A,A,A,A,A,A,A,A,A,A
18535,A,A,A,A,A,A,A,A,A,A
18536,A,A,A,A,A,A,A,A,A,A
18537,A,A,A,A,A,A,A,A,A,A
18538,A,A,A,A,A,A,A,A,A,A
18539,A,A,A,A,A,A,A,A,A,A
18540,J,J,J,J,J,J,J,J,J,J
18541,A,A,A,A,A,A,A,A,A,A
18542,A,A,A,A,A,A,A,A,A,A
18543,A,A,A,A,A,A,A,A,A,A
18544,A,A,A,A,A,A,A,A,A,A
18545,A,A,A,A,A,A,A,A,A,A
18546,A,A,A,A,A,A,A,A,A,A
18547,A,A,A,A,A,A,A,A,A,A
18548,A,A,A,A,A,A,A,A,A,A
18549,A,A,A,A,A,A,A,A,A,A
18550,A,A,A,A,A,A,A,A,A,A
18551,A,A,A,A,A,A,A,A,A,A
18552,A,A,A,A,A,A,A,A,A,A
18553,A,A,A,A,A,A,A,A,A,A
18554,A,A,A,A,A,A,A,A,A,A
18555,A,A,A,A,A,A,A,A,A,A
18556,A,A,A,A,A,A,A,A,A,A
18557,A,A,A,A,A,A,A,A,A,A
18558,A,A,A,A,A,A,A,A,A,A
18559,A,A,A,A,A,A,A,A,A,A
18560,A,A,A,A,A,A,A,A,A,A
18561,A,A,A,A,A,A,A,A,A,A
18562,A,A,A,A,A,A,A,A,A,A
18563,A,A,A,A,A,A,A,A,A,A
18564,A,A,A,A,A,A,A,A,A,A
18565,A,A,A,A,A,A,A,A,A,A
18566,A,A,A,A,A,A,A,A,A,A
18567,A,A,A,A,A,A,A,A,A,A
18568,A,A,A,A,A,A,A,A,A,A
18569,A,A,A,A,A,A,A,A,A,A
18570,A,A,A,A,A,A,A,A,A,A
18571,A,A,A,A,A,A,A,A,A,A
18572,A,A,A,A,A,A,A,A,A,A
18573,A,A,A,A,A,A,A,A,A,A
18574,A,A,A,A,A,A,A,A,A,A
18575,A,A,A,A,A,A,A,A,A,A
18576,A,A,A,A,A,A,A,A,A,A
18577,A,A,A,A,A,A,A,A,A,A
18578,A,A,A,A,A,A,A,A,A,A
18579,B,B,B,B,B,B,B,B,B,B
18580,A,A,A,A,A,A,A,A,A,A
18581,A,A,A,A,A,A,A,A,A,A
18582,A,A,A,A,A,A,A,A,A,A
18583,A,A,A,A,A,A,A,A,A,A
18584,A,A,A,A,A,A,A,A,A,A
18585,A,A,A,A,A,A,A,A,A,A
18586,A,A,A,A,A,A,A,A,A,A
18587,A,A,A,A,A,A,A,A,A,A
18588,A,A,A,A,A,A,A,A,A,A
18589,A,A,A,A,A,A,A,A,A,A
18590,A,A,A,A,A,A,A,A,A,A
18591,A,A,A,A,A,A,A,A,A,A
18592,A,A,A,A,A,A,A,A,A,A
18593,A,A,A,A,A,A,A,A,A,A
18594,E,E,E,E,E,E,E,E,E,E
18595,A,A,A,A,A,A,A,A,A,A
18596,A,A,A,A,A,A,A,A,A,A
18597,E,E,E,E,E,E,E,E,E,E
18598,C,C,C,C,C,C,C,C,C,C
18599,A,A,A,A,A,A,A,A,A,A
18600,A,A,A,A,A,A,A,A,A,A
18601,A,A,A,A,A,A,A,A,A,A
18602,A,A,A,A,A,A,A,A,A,A
18603,A,A,A,A,A,A,A,A,A,A
18604,I,I,I,I,I,I,I,I,I,I
18605,A,A,A,A,A,A,A,A,A,A
18606,A,A,A,A,A,A,A,A,A,A
18607,A,A,A,A,A,A,A,A,A,A
18608,A,A,A,A,A,A,A,A,A,A
18609,A,A,A,A,A,A,A,A,A,A
18610,A,A,A,A,A,A,A,A,A,A
18611,A,A,A,A,A,A,A,A,A,A
18612,A,A,A,A,A,A,A,A,A,A
18613,A,A,A,A,A,A,A,A,A,A
18614,A,A,A,A,A,A,A,A,A,A
18615,A,A,A,A,A,A,A,A,A,A
18616,A,A,A,A,A,A,A,A,A,A
18617,A,A,A,A,A,A,A,A,A,A
18618,A,A,A,A,A,A,A,A,A,A
18619,A,A,A,A,A,A,A,A,A,A
18620,A,A,A,A,A,A,A,A,A,A
18621,A,A,A,A,A,A,A,A,A,A
18622,A,A,A,A,A,A,A,A,A,A
18623,A,A,A,A,A,A,A,A,A,A
18624,A,A,A,A,A,A,A,A,A,A
18625,A,A,A,A,A,A,A,A,A,A
18626,A,A,A,A,A,A,A,A,A,A
18627,A,A,A,A,A,A,A,A,A,A
18628,A,A,A,A,A,A,A,A,A,A
18629,A,A,A,A,A,A,A,A,A,A
18630,A,A,A,A,A,A,A,A,A,A
18631,A,A,A,A,A,A,A,A,A,A
18632,A,A,A,A,A,A,A,A,A,A
18633,A,A,A,A,A,A,A,A,A,A
18634,A,A,A,A,A,A,A,A,A,A
18635,A,A,A,A,A,A,A,A,A,A
18636,A,A,A,A,A,A,A,A,A,A
18637,A,A,A,A,A,A,A,A,A,A
18638,A,A,A,A,A,A,A,A,A,A
18639,A,A,A,A,A,A,A,A,A,A
18640,A,A,A,A,A,A,A,A,A,A
18641,A,A,A,A,A,A,A,A,A,A
18642,A,A,A,A,A,A,A,A,A,A
18643,A,A,A,A,A,A,A,A,A,A
18644,A,A,A,A,A,A,A,A,A,A
18645,A,A,A,A,A,A,A,A,A,A
18646,A,A,A,A,A,A,A,A,A,A
18647,A,A,A,A,A,A,A,A,A,A
18648,A,A,A,A,A,A,A,A,A,A
18649,A,A,A,A,A,A,A,A,A,A
18650,A,A,A,A,A,A,A,A,A,A
18651,A,A,A,A,A,A,A,A,A,A
18652,A,A,A,A,A,A,A,A,A,A
18653,A,A,A,A,A,A,A,A,A,A
18654,A,A,A,A,A,A,A,A,A,A
18655,A,A,A,A,A,A,A,A,A,A
18656,A,A,A,A,A,A,A,A,A,A
18657,A,A,A,A,A,A,A,A,A,A
18658,A,A,A,A,A,A,A,A,A,A
18659,A,A,A,A,A,A,A,A,A,A
18660,A,A,A,A,A,A,A,A,A,A
18661,A,A,A,A,A,A,A,A,A,A
18662,A,A,A,A,A,A,A,A,A,A
18663,A,A,A,A,A,A,A,A,A,A
18664,A,A,A,A,A,A,A,A,A,A
18665,A,A,A,A,A,A,A,A,A,A
18666,A,A,A,A,A,A,A,A,A,A
18667,A,A,A,A,A,A,A,A,A,A
18668,A,A,A,A,A,A,A,A,A,A
18669,A,A,A,A,A,A,A,A,A,A
18670,A,A,A,A,A,A,A,A,A,A
18671,A,A,A,A,A,A,A,A,A,A
18672,A,A,A,A,A,A,A,A,A,A
18673,A,A,A,A,A,A,A,A,A,A
18674,A,A,A,A,A,A,A,A,A,A
18675,A,A,A,A,A,A,A,A,A,A
18676,A,A,A,A,A,A,A,A,A,A
18677,A,A,A,A,A,A,A,A,A,A
18678,A,A,A,A,A,A,A,A,A,A
18679,A,A,A,A,A,A,A,A,A,A
18680,A,A,A,A,A,A,A,A,A,A
18681,A,A,A,A,A,A,A,A,A,A
18682,A,A,A,A,A,A,A,A,A,A
18683,A,A,A,A,A,A,A,A,A,A
18684,A,A,A,A,A,A,A,A,A,A
18685,A,A,A,A,A,A,A,A,A,A
18686,A,A,A,A,A,A,A,A,A,A
18687,A,A,A,A,A,A,A,A,A,A
18688,A,A,A,A,A,A,A,A,A,A
18689,A,A,A,A,A,A,A,A,A,A
18690,A,A,A,A,A,A,A,A,A,A
18691,A,A,A,A,A,A,A,A,A,A
18692,A,A,A,A,A,A,A,A,A,A
18693,A,A,A,A,A,A,A,A,A,A
18694,A,A,A,A,A,A,A,A,A,A
18695,A,A,A,A,A,A,A,A,A,A
18696,A,A,A,A,A,A,A,A,A,A
18697,A,A,A,A,A,A,A,A,A,A
18698,A,A,A,A,A,A,A,A,A,A
18699,A,A,A,A,A,A,A,A,A,A
18700,A,A,A,A,A,A,A,A,A,A
18701,A,A,A,A,A,A,A,A,A,A
18702,A,A,A,A,A,A,A,A,A,A
18703,A,A,A,A,A,A,A,A,A,A
18704,A,A,A,A,A,A,A,A,A,A
18705,A,A,A,A,A,A,A,A,A,A
18706,A,A,A,A,A,A,A,A,A,A
18707,A,A,A,A,A,A,A,A,A,A
18708,A,A,A,A,A,A,A,A,A,A
18709,A,A,A,A,A,A,A,A,A,A
18710,A,A,A,A,A,A,A,A,A,A
18711,A,A,A,A,A,A,A,A,A,A
18712,A,A,A,A,A,A,A,A,A,A
18713,A,A,A,A,A,A,A,A,A,A
18714,A,A,A,A,A,A,A,A,A,A
18715,A,A,A,A,A,A,A,A,A,A
18716,A,A,A,A,A,A,A,A,A,A
18717,A,A,A,A,A,A,A,A,A,A
18718,A,A,A,A,A,A,A,A,A,A
18719,A,A,A,A,A,A,A,A,A,A
18720,A,A,A,A,A,A,A,A,A,A
18721,A,A,A,A,A,A,A,A,A,A
18722,A,A,A,A,A,A,A,A,A,A
18723,A,A,A,A,A,A,A,A,A,A
18724,A,A,A,A,A,A,A,A,A,A
18725,A,A,A,A,A,A,A,A,A,A
18726,A,A,A,A,A,A,A,A,A,A
18727,A,A,A,A,A,A,A,A,A,A
18728,A,A,A,A,A,A,A,A,A,A
18729,A,A,A,A,A,A,A,A,A,A
18730,A,A,A,A,A,A,A,A,A,A
18731,A,A,A,A,A,A,A,A,A,A
18732,A,A,A,A,A,A,A,A,A,A
18733,A,A,A,A,A,A,A,A,A,A
18734,A,A,A,A,A,A,A,A,A,A
18735,A,A,A,A,A,A,A,A,A,A
18736,A,A,A,A,A,A,A,A,A,A
18737,A,A,A,A,A,A,A,A,A,A
18738,A,A,A,A,A,A,A,A,A,A
18739,A,A,A,A,A,A,A,A,A,A
18740,A,A,A,A,A,A,A,A,A,A
18741,A,A,A,A,A,A,A,A,A,A
18742,A,A,A,A,A,A,A,A,A,A
18743,A,A,A,A,A,A,A,A,A,A
18744,A,A,A,A,A,A,A,A,A,A
18745,A,A,A,A,A,A,A,A,A,A
18746,A,A,A,A,A,A,A,A,A,A
18747,A,A,A,A,A,A,A,A,A,A
18748,A,A,A,A,A,A,A,A,A,A
18749,A,A,A,A,A,A,A,A,A,A
18750,A,A,A,A,A,A,A,A,A,A
18751,A,A,A,A,A,A,A,A,A,A
18752,A,A,A,A,A,A,A,A,A,A
18753,A,A,A,A,A,A,A,A,A,A
18754,A,A,A,A,A,A,A,A,A,A
18755,A,A,A,A,A,A,A,A,A,A
18756,A,A,A,A,A,A,A,A,A,A
18757,A,A,A,A,A,A,A,A,A,A
18758,A,A,A,A,A,A,A,A,A,A
18759,A,A,A,A,A,A,A,A,A,A
18760,A,A,A,A,A,A,A,A,A,A
18761,A,A,A,A,A,A,A,A,A,A
18762,A,A,A,A,A,A,A,A,A,A
18763,A,A,A,A,A,A,A,A,A,A
18764,A,A,A,A,A,A,A,A,A,A
18765,A,A,A,A,A,A,A,A,A,A
18766,A,A,A,A,A,A,A,A,A,A
18767,A,A,A,A,A,A,A,A,A,A
18768,A,A,A,A,A,A,A,A,A,A
18769,A,A,A,A,A,A,A,A,A,A
18770,A,A,A,A,A,A,A,A,A,A
18771,A,A,A,A,A,A,A,A,A,A
18772,A,A,A,A,A,A,A,A,A,A
18773,A,A,A,A,A,A,A,A,A,A
18774,A,A,A,A,A,A,A,A,A,A
18775,A,A,A,A,A,A,A,A,A,A
18776,A,A,A,A,A,A,A,A,A,A
18777,A,A,A,A,A,A,A,A,A,A
18778,A,A,A,A,A,A,A,A,A,A
18779,A,A,A,A,A,A,A,A,A,A
18780,A,A,A,A,A,A,A,A,A,A
18781,A,A,A,A,A,A,A,A,A,A
18782,A,A,A,A,A,A,A,A,A,A
18783,A,A,A,A,A,A,A,A,A,A
18784,A,A,A,A,A,A,A,A,A,A
18785,A,A,A,A,A,A,A,A,A,A
18786,A,A,A,A,A,A,A,A,A,A
18787,A,A,A,A,A,A,A,A,A,A
18788,A,A,A,A,A,A,A,A,A,A
18789,A,A,A,A,A,A,A,A,A,A
18790,A,A,A,A,A,A,A,A,A,A
18791,A,A,A,A,A,A,A,A,A,A
18792,A,A,A,A,A,A,A,A,A,A
18793,A,A,A,A,A,A,A,A,A,A
18794,A,A,A,A,A,A,A,A,A,A
18795,A,A,A,A,A,A,A,A,A,A
18796,A,A,A,A,A,A,A,A,A,A
18797,A,A,A,A,A,A,A,A,A,A
18798,A,A,A,A,A,A,A,A,A,A
18799,A,A,A,A,A,A,A,A,A,A
18800,A,A,A,A,A,A,A,A,A,A
18801,A,A,A,A,A,A,A,A,A,A
18802,A,A,A,A,A,A,A,A,A,A
18803,A,A,A,A,A,A,A,A,A,A
18804,A,A,A,A,A,A,A,A,A,A
18805,A,A,A,A,A,A,A,A,A,A
18806,A,A,A,A,A,A,A,A,A,A
18807,A,A,A,A,A,A,A,A,A,A
18808,A,A,A,A,A,A,A,A,A,A
18809,A,A,A,A,A,A,A,A,A,A
18810,A,A,A,A,A,A,A,A,A,A
18811,A,A,A,A,A,A,A,A,A,A
18812,A,A,A,A,A,A,A,A,A,A
18813,A,A,A,A,A,A,A,A,A,A
18814,A,A,A,A,A,A,A,A,A,A
18815,A,A,A,A,A,A,A,A,A,A
18816,A,A,A,A,A,A,A,A,A,A
18817,A,A,A,A,A,A,A,A,A,A
18818,A,A,A,A,A,A,A,A,A,A
18819,A,A,A,A,A,A,A,A,A,A
18820,A,A,A,A,A,A,A,A,A,A
18821,A,A,A,A,A,A,A,A,A,A
18822,A,A,A,A,A,A,A,A,A,A
18823,I,I,I,I,I,I,I,I,I,I
18824,A,A,A,A,A,A,A,A,A,A
18825,A,A,A,A,A,A,A,A,A,A
18826,A,A,A,A,A,A,A,A,A,A
18827,A,A,A,A,A,A,A,A,A,A
18828,A,A,A,A,A,A,A,A,A,A
18829,A,A,A,A,A,A,A,A,A,A
18830,A,A,A,A,A,A,A,A,A,A
18831,A,A,A,A,A,A,A,A,A,A
18832,A,A,A,A,A,A,A,A,A,A
18833,A,A,A,A,A,A,A,A,A,A
18834,A,A,A,A,A,A,A,A,A,A
18835,A,A,A,A,A,A,A,A,A,A
18836,A,A,A,A,A,A,A,A,A,A
18837,A,A,A,A,A,A,A,A,A,A
18838,A,A,A,A,A,A,A,A,A,A
18839,A,A,A,A,A,A,A,A,A,A
18840,A,A,A,A,A,A,A,A,A,A
18841,A,A,A,A,A,A,A,A,A,A
18842,A,A,A,A,A,A,A,A,A,A
18843,A,A,A,A,A,A,A,A,A,A
18844,A,A,A,A,A,A,A,A,A,A
18845,A,A,A,A,A,A,A,A,A,A
18846,A,A,A,A,A,A,A,A,A,A
18847,A,A,A,A,A,A,A,A,A,A
18848,A,A,A,A,A,A,A,A,A,A
18849,A,A,A,A,A,A,A,A,A,A
18850,A,A,A,A,A,A,A,A,A,A
18851,A,A,A,A,A,A,A,A,A,A
18852,A,A,A,A,A,A,A,A,A,A
18853,A,A,A,A,A,A,A,A,A,A
18854,A,A,A,A,A,A,A,A,A,A
18855,A,A,A,A,A,A,A,A,A,A
18856,A,A,A,A,A,A,A,A,A,A
18857,A,A,A,A,A,A,A,A,A,A
18858,A,A,A,A,A,A,A,A,A,A
18859,A,A,A,A,A,A,A,A,A,A
18860,A,A,A,A,A,A,A,A,A,A
18861,A,A,A,A,A,A,A,A,A,A
18862,A,A,A,A,A,A,A,A,A,A
18863,A,A,A,A,A,A,A,A,A,A
18864,A,A,A,A,A,A,A,A,A,A
18865,A,A,A,A,A,A,A,A,A,A
18866,A,A,A,A,A,A,A,A,A,A
18867,A,A,A,A,A,A,A,A,A,A
18868,A,A,A,A,A,A,A,A,A,A
18869,A,A,A,A,A,A,A,A,A,A
18870,A,A,A,A,A,A,A,A,A,A
18871,A,A,A,A,A,A,A,A,A,A
18872,A,A,A,A,A,A,A,A,A,A
18873,A,A,A,A,A,A,A,A,A,A
18874,A,A,A,A,A,A,A,A,A,A
18875,A,A,A,A,A,A,A,A,A,A
18876,A,A,A,A,A,A,A,A,A,A
18877,A,A,A,A,A,A,A,A,A,A
18878,A,A,A,A,A,A,A,A,A,A
18879,A,A,A,A,A,A,A,A,A,A
18880,A,A,A,A,A,A,A,A,A,A
18881,A,A,A,A,A,A,A,A,A,A
18882,A,A,A,A,A,A,A,A,A,A
18883,A,A,A,A,A,A,A,A,A,A
18884,A,A,A,A,A,A,A,A,A,A
18885,A,A,A,A,A,A,A,A,A,A
18886,A,A,A,A,A,A,A,A,A,A
18887,A,A,A,A,A,A,A,A,A,A
18888,A,A,A,A,A,A,A,A,A,A
18889,A,A,A,A,A,A,A,A,A,A
18890,A,A,A,A,A,A,A,A,A,A
18891,A,A,A,A,A,A,A,A,A,A
18892,A,A,A,A,A,A,A,A,A,A
18893,A,A,A,A,A,A,A,A,A,A
18894,A,A,A,A,A,A,A,A,A,A
18895,A,A,A,A,A,A,A,A,A,A
18896,A,A,A,A,A,A,A,A,A,A
18897,A,A,A,A,A,A,A,A,A,A
18898,A,A,A,A,A,A,A,A,A,A
18899,A,A,A,A,A,A,A,A,A,A
18900,A,A,A,A,A,A,A,A,A,A
18901,A,A,A,A,A,A,A,A,A,A
18902,A,A,A,A,A,A,A,A,A,A
18903,A,A,A,A,A,A,A,A,A,A
18904,A,A,A,A,A,A,A,A,A,A
18905,A,A,A,A,A,A,A,A,A,A
18906,A,A,A,A,A,A,A,A,A,A
18907,A,A,A,A,A,A,A,A,A,A
18908,A,A,A,A,A,A,A,A,A,A
18909,A,A,A,A,A,A,A,A,A,A
18910,A,A,A,A,A,A,A,A,A,A
18911,A,A,A,A,A,A,A,A,A,A
18912,A,A,A,A,A,A,A,A,A,A
18913,A,A,A,A,A,A,A,A,A,A
18914,A,A,A,A,A,A,A,A,A,A
18915,A,A,A,A,A,A,A,A,A,A
18916,A,A,A,A,A,A,A,A,A,A
18917,A,A,A,A,A,A,A,A,A,A
18918,A,A,A,A,A,A,A,A,A,A
18919,A,A,A,A,A,A,A,A,A,A
18920,A,A,A,A,A,A,A,A,A,A
18921,A,A,A,A,A,A,A,A,A,A
18922,A,A,A,A,A,A,A,A,A,A
18923,A,A,A,A,A,A,A,A,A,A
18924,A,A,A,A,A,A,A,A,A,A
18925,A,A,A,A,A,A,A,A,A,A
18926,A,A,A,A,A,A,A,A,A,A
18927,A,A,A,A,A,A,A,A,A,A
18928,A,A,A,A,A,A,A,A,A,A
18929,A,A,A,A,A,A,A,A,A,A
18930,A,A,A,A,A,A,A,A,A,A
18931,A,A,A,A,A,A,A,A,A,A
18932,A,A,A,A,A,A,A,A,A,A
18933,A,A,A,A,A,A,A,A,A,A
18934,A,A,A,A,A,A,A,A,A,A
18935,A,A,A,A,A,A,A,A,A,A
18936,A,A,A,A,A,A,A,A,A,A
18937,A,A,A,A,A,A,A,A,A,A
18938,A,A,A,A,A,A,A,A,A,A
18939,A,A,A,A,A,A,A,A,A,A
18940,A,A,A,A,A,A,A,A,A,A
18941,A,A,A,A,A,A,A,A,A,A
18942,A,A,A,A,A,A,A,A,A,A
18943,A,A,A,A,A,A,A,A,A,A
18944,A,A,A,A,A,A,A,A,A,A
18945,A,A,A,A,A,A,A,A,A,A
18946,A,A,A,A,A,A,A,A,A,A
18947,A,A,A,A,A,A,A,A,A,A
18948,A,A,A,A,A,A,A,A,A,A
18949,A,A,A,A,A,A,A,A,A,A
18950,A,A,A,A,A,A,A,A,A,A
18951,A,A,A,A,A,A,A,A,A,A
18952,A,A,A,A,A,A,A,A,A,A
18953,A,A,A,A,A,A,A,A,A,A
18954,A,A,A,A,A,A,A,A,A,A
18955,A,A,A,A,A,A,A,A,A,A
18956,A,A,A,A,A,A,A,A,A,A
18957,A,A,A,A,A,A,A,A,A,A
18958,A,A,A,A,A,A,A,A,A,A
18959,A,A,A,A,A,A,A,A,A,A
18960,A,A,A,A,A,A,A,A,A,A
18961,A,A,A,A,A,A,A,A,A,A
18962,A,A,A,A,A,A,A,A,A,A
18963,A,A,A,A,A,A,A,A,A,A
18964,A,A,A,A,A,A,A,A,A,A
18965,A,A,A,A,A,A,A,A,A,A
18966,A,A,A,A,A,A,A,A,A,A
18967,A,A,A,A,A,A,A,A,A,A
18968,A,A,A,A,A,A,A,A,A,A
18969,A,A,A,A,A,A,A,A,A,A
18970,A,A,A,A,A,A,A,A,A,A
18971,A,A,A,A,A,A,A,A,A,A
18972,A,A,A,A,A,A,A,A,A,A
18973,A,A,A,A,A,A,A,A,A,A
18974,A,A,A,A,A,A,A,A,A,A
18975,A,A,A,A,A,A,A,A,A,A
18976,A,A,A,A,A,A,A,A,A,A
18977,A,A,A,A,A,A,A,A,A,A
18978,A,A,A,A,A,A,A,A,A,A
18979,A,A,A,A,A,A,A,A,A,A
18980,A,A,A,A,A,A,A,A,A,A
18981,A,A,A,A,A,A,A,A,A,A
18982,A,A,A,A,A,A,A,A,A,A
18983,A,A,A,A,A,A,A,A,A,A
18984,A,A,A,A,A,A,A,A,A,A
18985,A,A,A,A,A,A,A,A,A,A
18986,A,A,A,A,A,A,A,A,A,A
18987,A,A,A,A,A,A,A,A,A,A
18988,A,A,A,A,A,A,A,A,A,A
18989,A,A,A,A,A,A,A,A,A,A
18990,A,A,A,A,A,A,A,A,A,A
18991,A,A,A,A,A,A,A,A,A,A
18992,A,A,A,A,A,A,A,A,A,A
18993,A,A,A,A,A,A,A,A,A,A
18994,A,A,A,A,A,A,A,A,A,A
18995,A,A,A,A,A,A,A,A,A,A
18996,A,A,A,A,A,A,A,A,A,A
18997,A,A,A,A,A,A,A,A,A,A
18998,A,A,A,A,A,A,A,A,A,A
18999,A,A,A,A,A,A,A,A,A,A
19000,A,A,A,A,A,A,A,A,A,A
19001,A,A,A,A,A,A,A,A,A,A
19002,A,A,A,A,A,A,A,A,A,A
19003,A,A,A,A,A,A,A,A,A,A
19004,A,A,A,A,A,A,A,A,A,A
19005,A,A,A,A,A,A,A,A,A,A
19006,A,A,A,A,A,A,A,A,A,A
19007,A,A,A,A,A,A,A,A,A,A
19008,A,A,A,A,A,A,A,A,A,A
19009,A,A,A,A,A,A,A,A,A,A
19010,A,A,A,A,A,A,A,A,A,A
19011,A,A,A,A,A,A,A,A,A,A
19012,A,A,A,A,A,A,A,A,A,A
19013,A,A,A,A,A,A,A,A,A,A
19014,A,A,A,A,A,A,A,A,A,A
19015,A,A,A,A,A,A,A,A,A,A
19016,A,A,A,A,A,A,A,A,A,A
19017,A,A,A,A,A,A,A,A,A,A
19018,A,A,A,A,A,A,A,A,A,A
19019,A,A,A,A,A,A,A,A,A,A
19020,A,A,A,A,A,A,A,A,A,A
19021,A,A,A,A,A,A,A,A,A,A
19022,A,A,A,A,A,A,A,A,A,A
19023,A,A,A,A,A,A,A,A,A,A
19024,A,A,A,A,A,A,A,A,A,A
19025,A,A,A,A,A,A,A,A,A,A
19026,A,A,A,A,A,A,A,A,A,A
19027,A,A,A,A,A,A,A,A,A,A
19028,A,A,A,A,A,A,A,A,A,A
19029,A,A,A,A,A,A,A,A,A,A
19030,A,A,A,A,A,A,A,A,A,A
19031,A,A,A,A,A,A,A,A,A,A
19032,A,A,A,A,A,A,A,A,A,A
19033,A,A,A,A,A,A,A,A,A,A
19034,A,A,A,A,A,A,A,A,A,A
19035,A,A,A,A,A,A,A,A,A,A
19036,A,A,A,A,A,A,A,A,A,A
19037,A,A,A,A,A,A,A,A,A,A
19038,A,A,A,A,A,A,A,A,A,A
19039,A,A,A,A,A,A,A,A,A,A
19040,A,A,A,A,A,A,A,A,A,A
19041,A,A,A,A,A,A,A,A,A,A
19042,A,A,A,A,A,A,A,A,A,A
19043,A,A,A,A,A,A,A,A,A,A
19044,A,A,A,A,A,A,A,A,A,A
19045,A,A,A,A,A,A,A,A,A,A
19046,A,A,A,A,A,A,A,A,A,A
19047,A,A,A,A,A,A,A,A,A,A
19048,A,A,A,A,A,A,A,A,A,A
19049,A,A,A,A,A,A,A,A,A,A
19050,A,A,A,A,A,A,A,A,A,A
19051,A,A,A,A,A,A,A,A,A,A
19052,A,A,A,A,A,A,A,A,A,A
19053,A,A,A,A,A,A,A,A,A,A
19054,A,A,A,A,A,A,A,A,A,A
19055,A,A,A,A,A,A,A,A,A,A
19056,A,A,A,A,A,A,A,A,A,A
19057,A,A,A,A,A,A,A,A,A,A
19058,A,A,A,A,A,A,A,A,A,A
19059,A,A,A,A,A,A,A,A,A,A
19060,A,A,A,A,A,A,A,A,A,A
19061,A,A,A,A,A,A,A,A,A,A
19062,A,A,A,A,A,A,A,A,A,A
19063,A,A,A,A,A,A,A,A,A,A
19064,A,A,A,A,A,A,A,A,A,A
19065,A,A,A,A,A,A,A,A,A,A
19066,A,A,A,A,A,A,A,A,A,A
